species,seed_dry_mass_mg,SLA_mm2_mg.1,height_m
Ixeris polycephala,0.2232,28.03699920313981,0.7972790461831941
Taraxacum platycarpum,0.13488238285355564,27.476472154465934,0.852194534063195
Taraxacum officinale,0.13488238285355564,27.476472154465934,0.852194534063195
Hypochaeris radicata,0.2807119012846812,24.14080840663414,0.9156582415645451
Prenanthes ochroleuca,0.2807119012846812,24.14080840663414,0.9156582415645451
Sonchus asper,0.5597133451646091,22.548991941187982,0.9420643187695851
Sonchus oleraceus,0.5597133451646091,22.548991941187982,0.9420643187695851
Lactuca triangulata,0.6220391709867616,22.31504815800795,0.9010034841119475
Lactuca scariola,0.553213641463415,19.9445989039148,0.94975
Lactuca indica,0.7362,22.29851603691973,2.16666666666667
Lactuca raddeana,0.7055615126516803,22.413664518833098,1.2045407290830854
Hieracium umbellatum,0.431561904785714,21.610070800373997,0.47243333333
Scorzonera albicaulis,0.6604507118309045,22.926153735955907,0.7429123398780884
Ainsliaea acerifolia,1.7282929992553717,21.898897445792205,0.8106758948640782
Ainsliaea apiculata,1.7282929992553717,21.898897445792205,0.8106758948640782
Rhaponticum uniflorum,2.4902952305783344,21.641663857093246,1.0482967991031553
Saussurea conandrifolia,2.535841241199409,21.928666557232876,0.890367424667546
Saussurea macrolepis,2.535841241199409,21.928666557232876,0.890367424667546
Saussurea tanakae,2.535841241199409,21.928666557232876,0.890367424667546
Saussurea seoulensis,2.535841241199409,21.928666557232876,0.890367424667546
Saussurea lyrata,2.535841241199409,21.928666557232876,0.890367424667546
Saussurea pulchella,2.5600914798749037,22.05168192391413,0.9226077289862195
Saussurea grandifolia,2.5600914798749037,22.05168192391413,0.9226077289862195
Saussurea gracilis,2.5600914798749037,22.05168192391413,0.9226077289862195
Cirsium pendulum,2.370936398670426,21.845839532163968,1.2
Breea segetum,1.35152765957447,18.9325542653445,0.82937153611484
Cirsium setidens,3.5008000000000004,22.025340172366278,0.8858674684510462
Carduus crispus,1.9206344669514426,21.38976427851141,0.954206748108396
Synurus deltoides,4.0972,22.21430885729621,1.2
Atractylodes ovata,2.4902952305783344,21.786649552450992,1.0244014781805926
Echinops setifer,2.416273465278926,21.83602495105697,1.022535475037644
Leibnitzia anandria,1.9947031532599118,22.04112448677235,0.9363152515138112
Adenocaulon himalaicum,1.9947031532599118,22.04112448677235,0.9363152515138112
Peracarpa carnosa,0.6407815332531345,25.4115372735614,0.19748852103541337
Campanula punctata,0.6757782193469265,26.042421743081015,0.1875558363520754
Asyneuma japonicum,0.6180261914415014,26.165349878643262,0.19310863292631078
Adenophora polyantha,0.4905662158865855,33.33847092827004,0.21415605257824552
Adenophora stricta,0.4905662158865855,33.33847092827004,0.21415605257824552
Adenophora liliifolia,0.4905662158865855,33.33847092827004,0.21415605257824552
Adenophora divaricata,0.46766807926654796,33.368365204196174,0.20851309983207172
Adenophora verticillata,0.283,45.7643612100691,0.20205035468042604
Adenophora remotiflora,0.46712638167317183,33.134727617969304,0.20847412792855685
Adenophora grandiflora,0.46712638167317183,33.134727617969304,0.20847412792855685
Hanabusaya asiatica,0.46258718940835436,33.183025411520816,0.20567814997968686
